time	magnitude	longitude	latitude	depth(m)	sigma_time	sigma_amp	cov_time_amp	event_index	gamma_score
2017-09-21T11:08:48.674	1.639	-94.510	15.830	29447.093	0.462	0.412	0.041	881	3.623
2017-09-21T11:14:30.614	1.525	-93.818	15.163	32837.724	0.215	0.210	-0.006	882	5.879
2017-09-21T11:15:16.814	1.981	-94.656	15.385	64274.774	0.340	0.294	-0.023	883	6.789
2017-09-21T11:20:29.759	2.154	-94.545	15.020	33207.523	0.344	0.395	-0.033	884	6.809
2017-09-25T23:05:05.852	2.360	-94.527	14.083	127944.188	0.612	0.539	-0.290	895	7.839
2017-09-17T21:16:56.087	1.489	-95.206	16.444	104819.308	0.110	0.153	0.011	776	5.663
2017-09-17T13:20:13.930	2.173	-95.223	15.727	15658.521	0.299	0.441	-0.068	833	8.325
2017-09-17T13:20:12.730	1.736	-95.066	15.465	31977.705	0.295	0.255	-0.121	835	5.524
2017-09-17T13:36:30.197	1.680	-95.307	15.410	0.000	0.789	0.416	0.627	837	11.755
2017-09-17T13:45:50.326	1.924	-95.151	14.809	32085.080	0.531	0.341	-0.258	838	7.986
2017-09-17T13:49:19.596	2.211	-94.915	15.375	32515.588	1.063	0.396	-0.387	839	12.789
2017-09-27T16:00:43.857	1.786	-95.116	16.254	14904.184	0.966	0.460	0.073	849	9.947
2017-09-18T01:05:23.529	2.053	-94.848	15.465	33385.644	1.069	0.277	-0.146	885	8.000
2017-09-18T01:13:26.489	2.518	-94.431	15.028	33242.356	1.181	0.207	0.011	886	10.779
2017-09-18T01:16:33.336	1.869	-94.621	15.533	30098.182	1.071	0.514	-0.482	887	9.873
2017-09-18T01:18:39.089	2.710	-93.704	15.162	27071.498	0.451	0.472	-0.109	888	9.992
2017-09-11T21:48:03.552	2.878	-93.263	15.432	0.000	0.265	0.282	0.002	894	6.920
2017-09-30T10:55:46.568	1.940	-94.864	15.691	41500.414	0.643	0.235	-0.154	902	7.897
2017-09-30T10:57:28.851	1.879	-94.519	15.237	32113.985	0.470	0.340	0.027	903	7.585
2017-09-16T13:21:59.198	1.875	-94.874	15.902	2922.660	0.827	0.329	0.069	914	7.670
2017-09-29T23:29:49.630	1.947	-94.839	15.684	32924.138	0.397	0.475	-0.267	923	8.000
2017-09-23T09:54:30.565	1.225	-93.899	15.376	0.000	0.291	0.436	-0.151	944	6.000
2017-09-23T09:55:44.345	1.885	-94.898	15.856	32826.340	0.939	0.414	-0.106	945	7.859
2017-09-23T10:01:49.318	1.827	-94.430	17.505	103127.952	0.036	0.388	-0.026	946	5.006
2017-09-23T10:04:38.925	1.861	-94.654	15.184	598.906	0.899	0.225	0.028	947	8.015
2017-09-23T10:07:54.736	1.748	-95.415	15.139	2468.302	0.505	0.255	0.075	948	7.055
2017-09-23T10:11:07.025	1.613	-93.523	15.072	26298.558	0.222	0.251	0.008	949	5.968
2017-09-20T00:37:07.100	2.680	-94.820	15.608	40775.291	0.826	0.225	0.005	950	9.000
2017-09-10T03:30:49.921	2.227	-95.022	15.015	26016.050	0.891	0.466	-0.142	953	8.736
2017-09-10T03:35:28.472	1.822	-94.577	15.721	134257.267	0.206	0.244	-0.020	954	4.980
2017-09-14T12:18:14.983	1.852	-94.520	14.807	33022.935	0.476	0.398	-0.012	773	4.869
2017-09-14T12:21:42.163	1.777	-94.409	15.811	62158.151	0.158	0.479	-0.048	774	8.056
2017-09-14T12:24:54.037	2.328	-94.523	14.968	38762.227	1.222	0.243	-0.058	775	7.577
2017-09-26T10:49:51.231	1.509	-95.066	15.697	83704.471	0.717	0.290	0.152	797	8.894
2017-09-26T10:50:40.351	1.938	-94.487	15.566	4546.736	0.853	0.300	0.069	798	5.273
2017-09-26T10:52:53.512	1.464	-94.934	15.913	25342.519	0.109	0.383	0.004	799	3.797
2017-09-26T10:55:01.859	1.895	-94.963	15.292	92162.999	1.021	0.355	0.089	800	13.000
2017-09-13T08:12:20.664	2.221	-94.644	15.304	33645.755	0.665	0.198	-0.006	869	6.124
2017-09-13T08:12:22.746	1.594	-95.346	14.669	0.000	0.236	0.178	-0.021	870	5.550
2017-09-13T08:20:22.099	1.955	-98.766	15.447	27413.024	0.798	0.328	-0.029	871	15.241
2017-09-13T08:25:32.933	1.857	-93.719	15.167	15278.298	0.636	0.440	-0.078	872	10.875
2017-09-13T08:26:57.980	2.102	-94.502	15.423	35938.490	0.491	0.460	-0.066	873	10.949
2017-09-17T23:09:10.481	2.599	-93.540	15.101	40956.221	0.280	0.324	-0.009	874	7.934
2017-09-10T10:17:10.776	1.674	-97.041	15.059	35743.855	0.664	0.362	-0.717	909	13.040
2017-09-10T10:21:00.371	1.704	-95.199	15.037	33756.774	0.848	0.474	-0.192	910	9.734
2017-09-10T10:22:40.688	2.429	-94.905	15.730	49364.693	0.182	0.377	-0.026	911	7.111
2017-09-10T10:31:55.857	1.884	-94.818	15.802	30675.612	0.343	0.446	-0.064	912	6.715
2017-09-10T10:33:14.107	1.742	-95.478	16.150	46913.584	0.461	0.473	-0.001	913	8.182
2017-09-28T01:33:15.911	2.267	-94.976	16.213	108118.640	0.557	0.350	0.452	924	9.198
2017-09-28T01:36:53.202	1.465	-95.071	16.046	0.000	0.823	0.283	0.047	925	7.579
2017-09-23T16:16:28.891	2.824	-95.181	16.323	0.000	0.957	0.409	-0.112	989	15.514
2017-09-23T16:24:49.173	3.222	-95.148	16.421	0.000	0.857	0.381	-0.027	990	20.000
2017-09-23T16:27:38.513	2.114	-95.066	16.189	0.000	0.807	0.320	0.567	991	15.044
2017-09-23T16:29:41.055	2.602	-95.089	16.302	0.000	0.883	0.368	-0.025	992	18.811
2017-09-23T16:36:27.342	2.058	-95.118	15.614	112142.295	0.513	0.414	0.045	993	6.789
2017-09-23T16:36:14.004	2.406	-95.005	15.375	240295.288	0.786	0.329	-0.052	994	6.211
2017-09-23T16:49:39.070	2.411	-95.046	16.156	0.000	0.807	0.474	0.234	995	16.994
2017-09-19T04:25:41.716	2.008	-94.992	15.882	34785.166	0.363	0.277	0.017	1003	6.638
2017-09-17T06:52:29.975	2.365	-95.143	15.057	19272.736	1.090	0.506	-0.207	1094	9.989
2017-09-17T06:53:56.463	2.567	-95.308	15.644	1244.623	0.880	0.536	-0.226	1095	11.608
2017-09-17T06:58:41.782	1.691	-95.211	15.650	2965.303	0.325	0.267	0.026	1096	5.013
2017-09-17T07:05:11.769	1.348	-95.299	15.522	2045.789	0.210	0.452	-0.014	1097	6.611
2017-09-17T07:07:58.459	2.053	-94.894	15.828	32076.587	0.533	0.238	-0.084	1098	5.981
2017-09-17T07:10:42.064	1.760	-94.977	15.710	31543.351	0.678	0.180	-0.085	1099	4.980
2017-09-17T07:13:01.374	2.287	-94.622	15.311	33204.438	0.409	0.495	-0.038	1100	4.355
2017-09-17T07:13:11.951	1.689	-95.116	14.413	0.000	0.876	0.473	0.005	1101	7.476
2017-09-17T07:15:02.252	1.667	-95.206	15.435	3044.047	0.518	0.422	-0.242	1102	9.475
2017-09-17T07:17:38.599	1.865	-94.905	15.703	34371.056	0.885	0.329	-0.106	1103	10.402
2017-09-12T13:40:42.290	1.567	-95.756	14.391	0.000	1.124	0.432	0.077	934	8.831
2017-09-12T13:44:42.407	1.864	-95.037	14.772	108677.174	0.302	0.505	-0.021	935	4.522
2017-09-12T13:48:22.081	2.419	-95.656	15.171	28914.442	1.118	0.136	-0.217	936	7.004
2017-09-12T13:49:53.288	1.948	-95.584	15.742	39447.000	0.424	0.533	-0.003	937	5.788
2017-09-12T13:51:00.807	2.193	-95.167	15.704	0.000	0.502	0.444	-0.068	938	12.820
2017-09-12T13:58:01.181	2.063	-95.048	13.879	256572.496	0.464	0.518	0.323	939	7.960
2017-09-12T14:00:07.907	2.045	-95.007	15.769	2538.649	0.446	0.113	0.003	940	7.412
2017-09-12T14:04:07.294	2.502	-96.457	16.470	68359.740	0.025	0.589	0.004	941	3.630
2017-09-12T14:10:15.075	1.682	-95.908	14.992	131564.537	1.048	0.323	-0.082	942	4.837
2017-09-17T03:46:10.761	1.844	-95.063	15.963	111294.172	0.172	0.336	-0.004	958	4.236
2017-09-17T03:47:35.968	2.951	-94.440	15.181	29978.703	0.738	0.494	-0.165	959	19.655
2017-09-17T03:58:56.579	1.709	-95.222	15.542	26698.233	0.789	0.462	-0.159	960	9.722
2017-09-29T11:51:58.049	1.930	-94.612	14.974	23973.107	0.623	0.361	-0.208	961	6.000
2017-09-28T03:07:20.210	1.432	-95.102	16.182	0.000	0.715	0.423	-0.309	984	9.608
2017-09-25T14:30:35.920	2.767	-94.621	15.372	32408.883	0.937	0.469	-0.777	998	19.000
2017-09-12T19:17:12.417	2.124	-94.862	15.811	30850.243	0.478	0.410	-0.030	819	7.388
2017-09-12T19:21:53.331	1.945	-95.125	15.243	176864.935	0.758	0.436	-0.173	820	10.447
2017-09-12T19:24:58.058	1.751	-94.732	15.437	46225.394	0.637	0.449	-0.086	821	6.988
2017-09-26T06:32:42.257	1.564	-95.117	16.332	0.000	0.553	0.428	-0.082	822	6.729
2017-09-26T06:36:44.442	1.681	-94.858	15.516	26876.322	0.992	0.340	-0.111	823	9.783
2017-09-30T19:23:34.155	2.210	-95.064	15.776	35202.196	1.015	0.462	-0.101	852	15.003
2017-09-30T19:31:24.853	1.792	-95.034	14.747	8390.646	0.175	0.183	-0.005	853	6.178
2017-09-23T15:52:03.652	2.035	-95.002	15.806	92846.272	0.776	0.393	0.121	875	12.606
2017-09-23T15:53:13.313	2.241	-95.010	15.764	105764.261	0.145	0.314	0.004	876	7.797
2017-09-23T15:56:28.185	1.925	-95.076	16.130	0.000	0.836	0.376	-0.221	877	15.682
2017-09-23T16:03:28.561	2.261	-95.153	16.074	0.000	1.084	0.360	0.071	878	12.395
2017-09-23T16:07:42.750	2.141	-95.041	16.095	0.000	0.559	0.374	0.057	879	15.767
2017-09-21T05:01:29.761	2.046	-94.840	15.048	29510.516	0.836	0.498	-0.274	928	8.808
2017-09-21T05:11:20.659	1.729	-94.531	15.672	21074.078	0.967	0.432	-0.271	929	8.946
2017-09-21T05:33:53.347	1.574	-94.088	14.872	26797.264	0.882	0.347	-0.154	930	5.000
2017-09-29T15:49:45.129	1.695	-93.393	14.968	14340.438	0.707	0.356	-0.010	931	6.971
2017-09-12T02:26:40.510	2.162	-94.927	15.367	33647.819	0.926	0.315	-0.103	962	8.876
2017-09-12T02:28:43.214	2.089	-94.636	15.510	26924.189	0.585	0.376	-0.081	963	10.543
2017-09-12T02:30:20.755	2.028	-94.679	15.450	26822.203	0.509	0.479	-0.039	964	4.789
2017-09-12T02:30:50.880	3.248	-94.891	15.646	56929.355	0.561	0.390	0.017	965	10.391
2017-09-12T02:30:51.646	2.665	-94.808	15.541	34373.998	0.738	0.577	-0.174	966	9.560
2017-09-12T02:34:57.081	1.921	-94.614	15.356	89068.899	0.232	0.087	-0.007	967	4.860
2017-09-12T02:41:28.876	2.568	-95.036	15.478	342305.895	0.273	0.519	-0.033	968	6.000
2017-09-12T02:49:52.794	2.462	-94.718	15.522	34980.522	0.814	0.483	-0.301	969	11.861
2017-09-12T02:53:53.098	2.068	-94.580	15.577	16317.213	0.496	0.399	-0.067	970	7.394
2017-09-12T02:53:52.963	2.087	-94.957	16.002	11407.826	0.459	0.421	-0.102	971	5.811
2017-09-12T02:57:38.775	2.595	-93.442	15.166	33461.633	0.938	0.516	-0.166	972	10.084
2017-09-12T03:04:48.749	1.829	-94.718	15.096	32730.653	0.790	0.361	-0.186	973	8.110
2017-09-18T15:12:27.975	2.148	-93.825	15.064	27220.242	0.829	0.287	-0.970	999	7.886
2017-09-18T15:13:55.637	2.543	-94.816	15.644	4536.780	0.188	0.161	-0.001	1000	4.938
2017-09-18T15:13:52.846	2.566	-94.730	14.807	5832.350	0.589	0.415	-0.096	1001	14.437
2017-09-28T04:47:26.344	1.466	-94.862	15.949	10826.618	0.397	0.284	0.023	1004	8.839
2017-09-17T17:19:08.951	1.645	-95.025	16.001	0.000	1.086	0.396	0.159	1006	12.708
2017-09-17T17:20:57.970	2.424	-95.280	17.463	11809.337	0.306	0.163	0.001	1007	4.661
2017-09-08T16:03:27.580	2.356	-95.446	15.320	1782.967	0.736	0.550	0.632	1018	13.978
2017-09-27T05:19:41.445	1.654	-95.048	15.793	89794.710	0.708	0.418	0.099	1022	14.000
2017-09-27T05:21:14.703	1.584	-96.033	16.397	92394.532	0.474	0.382	-0.027	1023	11.992
2017-09-27T05:23:17.424	1.786	-95.142	16.209	0.000	0.785	0.381	0.134	1024	18.848
2017-09-20T03:17:57.650	1.838	-94.804	15.574	49434.950	0.448	0.391	0.052	896	7.951
2017-09-19T12:25:49.568	2.384	-94.897	15.812	33752.851	0.718	0.302	-0.321	897	10.951
2017-09-25T09:34:20.945	1.306	-95.170	16.260	0.000	0.980	0.499	0.270	900	13.000
2017-09-25T09:36:52.609	3.095	-94.745	15.372	32931.981	1.359	0.518	-0.618	901	22.952
2017-09-15T20:34:57.445	1.990	-95.262	15.230	0.000	0.873	0.570	-0.485	920	11.836
2017-09-13T20:48:46.816	1.978	-94.532	15.785	52920.895	0.400	0.490	-0.040	932	7.898
2017-09-10T07:59:52.642	1.989	-95.123	15.212	33305.421	0.292	0.292	0.024	933	5.927
2017-09-19T11:24:10.865	1.426	-95.663	16.209	47331.004	0.792	0.445	-0.420	915	9.894
2017-09-19T11:26:12.934	1.786	-94.907	16.082	66453.632	0.114	0.395	-0.011	916	6.000
2017-09-19T11:27:09.334	2.054	-94.660	15.339	46361.575	0.390	0.319	-0.062	917	8.768
2017-09-14T13:57:10.553	2.782	-94.651	15.224	32483.734	1.066	0.438	-0.470	926	20.930
2017-09-23T21:14:21.648	2.190	-94.459	15.256	32961.347	0.764	0.152	-0.057	927	7.000
2017-09-26T07:07:55.901	2.614	-95.146	16.329	0.000	1.050	0.419	0.156	943	20.731
2017-09-18T17:49:38.099	2.823	-95.278	15.597	8046.842	0.932	0.567	-0.136	974	12.491
2017-09-18T17:53:55.581	2.811	-95.241	15.651	5817.880	0.527	0.420	0.037	975	5.354
2017-09-18T17:53:53.875	2.114	-95.272	14.885	26958.005	0.633	0.343	0.008	976	8.646
2017-09-18T17:57:49.741	1.994	-96.393	15.640	18726.110	0.349	0.572	0.052	977	5.844
2017-09-18T18:00:44.828	1.741	-95.296	15.564	5901.496	0.999	0.440	-0.494	978	9.630
2017-09-18T18:06:24.720	2.790	-95.175	15.651	6140.201	0.631	0.381	-0.110	979	6.868
2017-09-18T18:09:18.450	2.576	-94.806	15.751	12526.684	0.400	0.284	0.035	980	7.947
2017-09-18T18:12:41.995	2.118	-95.417	15.295	0.000	0.724	0.314	-0.120	981	5.999
2017-09-18T18:14:59.609	2.349	-94.798	15.668	80845.810	0.563	0.329	0.021	982	6.780
2017-09-18T18:15:26.162	2.606	-95.032	15.679	131151.767	0.896	0.322	0.026	983	11.417
2017-09-26T12:09:42.049	1.725	-95.091	16.103	0.000	0.591	0.348	0.171	997	13.032
2017-09-13T23:17:58.789	1.510	-94.764	15.477	36729.429	0.517	0.431	-0.053	1045	6.000
2017-09-13T23:39:15.156	1.902	-95.085	15.765	116125.594	0.848	0.444	0.078	1046	8.912
2017-09-13T23:39:20.747	1.959	-95.376	16.219	34162.301	0.127	0.262	-0.004	1047	5.088
2017-09-13T23:56:36.475	2.119	-93.880	15.222	8885.674	0.347	0.333	-0.048	1048	6.970
2017-09-14T00:00:26.679	1.716	-94.743	15.127	18032.162	0.704	0.514	-0.063	1049	5.870
2017-09-14T20:05:03.987	2.011	-95.081	15.291	29831.329	0.975	0.358	-0.068	1050	9.000
2017-09-20T17:25:01.225	2.180	-95.107	16.019	35447.538	0.339	0.406	-0.021	1053	5.931
2017-09-21T02:30:09.823	2.055	-95.272	15.319	8686.590	0.309	0.481	-0.042	1056	9.634
2017-09-17T04:41:52.002	2.350	-93.695	15.153	27269.847	0.706	0.535	-0.015	955	10.859
2017-09-17T04:45:21.616	1.972	-94.710	15.122	195691.145	0.336	0.229	0.048	956	5.000
2017-09-17T04:50:37.689	1.654	-95.409	16.886	0.000	0.959	0.303	-0.383	957	8.264
2017-09-26T16:39:21.642	2.150	-94.916	16.317	12858.632	0.798	0.480	0.064	1015	8.768
2017-09-21T13:15:18.745	1.895	-95.214	16.140	0.000	0.930	0.356	0.763	1016	12.000
2017-09-21T13:18:53.080	1.772	-94.634	15.305	6755.039	0.478	0.255	0.025	1017	6.000
2017-09-19T08:07:14.354	1.522	-93.699	15.204	23389.306	0.287	0.433	0.006	1031	7.989
2017-09-19T08:10:11.321	1.937	-94.516	16.132	123890.402	0.589	0.398	0.068	1032	6.615
2017-09-30T18:43:34.263	2.188	-94.384	15.163	5923.055	0.731	0.322	-0.030	1044	7.727
2017-09-25T03:09:46.958	1.732	-94.961	15.377	132841.875	0.695	0.496	-0.433	1434	12.633
2017-09-25T03:12:46.499	1.399	-94.783	15.713	67977.899	0.616	0.380	0.025	1435	8.935
2017-09-25T03:16:22.962	1.563	-94.315	15.304	0.000	0.578	0.177	0.075	1436	5.745
2017-09-25T03:18:39.521	1.492	-94.753	15.623	64714.594	0.392	0.251	0.056	1437	5.814
2017-09-25T03:22:47.948	1.593	-94.766	15.650	78926.752	0.140	0.361	0.011	1438	4.809
2017-09-25T03:29:35.716	1.545	-95.088	16.321	4311.614	0.772	0.373	-0.157	1439	9.557
2017-09-25T03:40:20.639	1.687	-95.021	16.087	0.000	0.595	0.431	-0.355	1440	12.000
2017-09-25T03:44:11.408	1.733	-95.030	16.106	0.000	0.665	0.359	0.185	1441	15.059
2017-09-25T03:47:09.233	2.506	-94.556	16.166	56227.363	0.837	0.422	0.007	1442	9.543
2017-09-25T03:55:13.754	1.886	-93.056	15.299	273697.051	0.218	0.252	-0.012	1443	4.423
2017-09-25T04:00:18.201	1.270	-94.682	15.159	2404.252	0.676	0.402	-0.018	1444	6.747
2017-09-25T04:02:38.207	0.949	-93.577	15.127	32397.532	0.292	0.499	0.092	1445	4.949
2017-09-25T04:10:50.210	1.966	-94.331	14.923	13334.006	0.769	0.400	0.075	1446	14.863
2017-09-25T04:19:53.187	1.796	-95.051	16.416	0.000	0.976	0.456	0.258	1447	22.557
2017-09-25T04:26:21.954	1.680	-95.090	16.106	0.000	0.765	0.547	-0.030	1448	15.000
2017-09-25T04:29:10.292	3.377	-94.844	15.571	37358.900	0.847	0.436	-0.138	1449	11.351
2017-09-25T04:32:34.154	2.110	-95.248	16.336	0.000	0.937	0.448	0.128	1450	17.360
2017-09-25T04:37:20.590	1.495	-95.159	15.935	0.000	0.918	0.465	-0.055	1451	15.895
2017-09-25T04:45:43.170	0.428	-97.576	15.921	35159.257	0.200	0.356	-0.029	1452	5.973
2017-09-10T08:18:26.501	2.134	-95.110	15.383	32709.499	0.450	0.582	-0.094	1475	11.875
2017-09-10T08:21:36.843	1.601	-94.839	14.665	56164.997	0.408	0.341	0.005	1476	5.446
2017-09-10T08:23:17.192	2.137	-94.809	15.064	49274.032	0.828	0.483	-0.337	1477	10.963
2017-09-09T12:52:52.804	2.122	-94.790	15.107	27226.660	0.538	0.471	-0.268	1482	10.000
2017-09-08T20:41:46.105	2.951	-94.283	14.755	31720.761	0.695	0.230	-0.110	996	6.383
2017-09-23T06:34:10.351	1.728	-94.165	15.179	0.000	0.644	0.390	-0.004	1002	10.107
2017-09-29T10:48:59.346	1.528	-94.763	16.089	29673.822	0.536	0.153	0.010	1005	4.978
2017-09-08T16:55:16.760	2.219	-94.825	15.121	29385.525	0.912	0.347	-0.072	1008	8.000
2017-09-08T17:01:44.493	2.707	-94.712	14.743	34969.376	1.021	0.436	-0.488	1009	15.740
2017-09-08T17:02:51.881	3.411	-94.789	15.191	33065.358	1.194	0.542	-0.673	1010	13.904
2017-09-18T09:47:48.324	2.225	-94.793	15.278	31689.247	0.952	0.460	-0.397	1025	12.314
2017-09-18T09:49:06.948	1.627	-94.755	15.072	29437.611	1.029	0.158	0.021	1026	6.840
2017-09-18T09:57:14.322	1.305	-93.782	15.229	12424.833	0.082	0.318	-0.007	1027	5.897
2017-09-18T09:59:46.012	1.983	-94.728	15.370	32949.442	1.162	0.360	-0.144	1028	13.004
2017-09-18T10:04:38.162	1.480	-94.929	15.914	0.000	0.782	0.313	0.112	1029	6.722
2017-09-18T10:05:26.491	1.139	-95.221	15.937	0.000	0.475	0.302	0.149	1030	7.034
2017-09-14T17:02:29.686	1.797	-94.883	15.903	5053.828	0.654	0.277	0.010	1043	5.491
2017-09-12T15:05:58.796	1.784	-95.733	16.089	269607.152	0.829	0.582	0.194	1077	5.487
2017-09-12T15:09:05.144	2.044	-94.797	15.651	61424.836	0.341	0.455	0.031	1078	5.558
2017-09-12T15:25:15.649	2.997	-94.483	15.745	45548.350	0.902	0.513	-0.125	1079	19.961
2017-09-28T01:17:11.829	2.684	-93.875	15.139	34060.622	0.634	0.432	-0.132	1080	13.968
2017-09-19T16:18:45.410	1.720	-94.341	15.013	29930.777	1.015	0.128	-0.001	1092	6.000
2017-09-19T16:20:05.252	1.910	-94.876	16.035	31184.032	1.056	0.477	-0.519	1093	11.986
2017-09-27T00:47:16.389	2.211	-94.713	15.497	32927.153	0.286	0.266	-0.026	1107	4.888
2017-09-27T00:53:25.778	1.836	-95.047	15.566	80552.385	0.628	0.414	0.123	1108	10.654
2017-09-21T17:39:21.125	1.922	-95.030	13.641	4469.500	0.265	0.337	0.052	951	4.834
2017-09-21T17:40:47.047	1.725	-94.856	15.780	0.000	1.131	0.164	0.082	952	5.874
2017-09-17T18:13:45.511	1.949	-94.766	15.277	33131.021	0.938	0.305	0.055	985	5.839
2017-09-17T18:14:42.613	1.512	-95.406	14.728	130851.665	0.584	0.276	0.099	986	6.645
2017-09-17T18:15:54.178	1.565	-95.602	14.964	0.000	0.314	0.263	0.022	987	5.674
2017-09-17T18:21:49.612	1.778	-94.960	15.003	34356.746	0.843	0.275	-0.047	988	7.000
2017-09-28T09:50:45.765	1.488	-93.848	16.101	16307.142	1.008	0.097	0.034	1034	5.124
2017-09-28T09:51:00.959	2.425	-94.905	15.923	23172.801	0.301	0.341	-0.121	1035	7.051
2017-09-28T09:57:45.839	2.039	-95.175	16.201	170759.480	0.992	0.404	0.029	1036	13.745
2017-09-28T09:57:44.890	2.094	-95.025	15.826	132949.830	0.674	0.405	0.098	1037	8.255
2017-09-28T10:07:08.464	2.194	-94.140	15.376	46499.125	0.316	0.322	0.003	1038	7.000
2017-09-28T10:12:28.787	1.617	-95.112	15.327	33262.312	0.986	0.235	-0.145	1039	8.000
2017-09-28T10:14:03.343	1.213	-95.339	16.234	352000.000	0.053	0.416	-0.005	1040	4.414
2017-09-27T21:59:31.426	1.469	-94.050	15.688	213688.509	0.657	0.582	-0.077	1051	6.473
2017-09-28T22:30:22.521	0.949	-98.153	16.495	0.000	0.464	0.205	0.013	1060	6.750
2017-09-08T09:45:38.321	2.430	-94.784	15.270	33077.309	0.865	0.319	-0.225	1011	6.439
2017-09-08T09:45:38.606	2.327	-95.632	15.203	299445.745	0.477	0.527	0.055	1012	5.557
2017-09-08T09:53:07.941	2.462	-94.536	15.260	149274.597	0.565	0.506	0.033	1013	6.341
2017-09-08T10:00:23.723	2.319	-94.946	17.161	20524.127	0.219	0.543	-0.015	1014	4.576
2017-09-15T08:50:05.540	2.058	-93.563	15.457	53566.683	0.941	0.481	-0.085	1019	8.000
2017-09-15T08:54:05.642	1.692	-94.911	16.046	5667.428	0.373	0.260	0.029	1020	4.343
2017-09-15T08:55:49.581	1.935	-94.691	15.332	32716.784	0.905	0.535	-0.325	1021	11.000
2017-09-26T10:25:58.496	1.972	-94.705	15.543	11709.750	0.385	0.331	0.036	1041	7.609
2017-09-26T10:26:00.260	1.524	-94.743	15.079	26377.628	0.155	0.241	-0.021	1042	6.066
2017-09-23T18:29:16.784	1.726	-95.448	15.320	0.000	0.572	0.706	-0.168	1170	4.813
2017-09-23T18:33:12.946	2.348	-95.498	16.139	0.000	0.963	0.304	0.258	1171	8.139
2017-09-23T18:40:59.910	1.714	-95.050	16.270	0.000	0.789	0.336	-0.095	1172	13.861
2017-09-23T18:41:22.429	1.887	-94.743	15.985	21584.698	0.744	0.328	-0.023	1173	7.410
2017-09-23T18:44:17.373	2.179	-95.195	16.296	0.000	1.134	0.415	-0.074	1174	13.904
2017-09-23T18:49:47.641	2.387	-94.750	15.573	0.000	0.639	0.277	0.073	1175	5.119
2017-09-23T18:50:15.928	2.465	-95.093	15.443	40156.125	0.432	0.397	0.020	1176	7.705
2017-09-23T18:52:17.159	2.176	-95.134	16.406	50392.066	0.501	0.175	-0.020	1177	4.415
2017-09-23T18:55:15.006	2.375	-95.077	15.466	121165.929	0.916	0.266	0.051	1178	9.756
2017-09-23T18:59:14.329	1.752	-95.066	15.923	13089.969	0.048	0.264	0.001	1179	4.700
2017-09-23T18:59:41.008	1.759	-94.971	16.486	5692.383	0.427	0.397	-0.021	1180	4.681
2017-09-23T19:07:39.557	1.631	-95.037	16.162	0.000	0.797	0.326	-0.284	1181	8.998
2017-09-23T19:12:14.042	2.205	-94.684	13.940	182181.801	0.054	0.537	0.007	1182	5.160
2017-09-23T19:15:23.235	1.746	-94.802	15.323	43177.221	0.428	0.270	0.033	1183	5.646
2017-09-23T19:17:14.495	1.957	-95.135	16.120	327.001	0.637	0.289	0.033	1184	8.848
2017-09-23T19:17:39.904	2.404	-95.081	16.117	2919.695	0.749	0.439	-0.396	1185	12.526
2017-09-23T19:21:13.631	1.888	-94.769	15.260	32002.500	0.937	0.439	-0.172	1186	8.118
2017-09-23T19:28:15.356	2.059	-95.171	16.113	0.000	0.869	0.304	0.204	1187	14.646
2017-09-28T23:24:13.671	2.059	-95.415	15.873	242241.118	0.094	0.191	-0.004	1193	5.000
2017-09-10T17:57:37.295	1.509	-94.486	15.233	47851.725	0.423	0.400	-0.070	1208	6.830
2017-09-13T21:30:43.909	3.260	-95.343	15.259	6647.389	0.992	0.444	-0.316	1241	23.548
2017-09-29T11:01:44.724	1.872	-95.221	16.092	0.000	0.689	0.560	0.080	1242	12.882
2017-09-23T20:41:07.136	2.325	-95.256	16.341	0.000	0.516	0.475	0.012	1247	7.382
2017-09-16T10:23:30.896	2.050	-94.457	15.185	31174.002	0.909	0.391	0.595	1249	11.000
2017-09-16T10:27:21.702	1.897	-94.783	15.396	34095.271	0.773	0.269	-0.255	1250	10.601
2017-09-25T19:40:34.468	1.960	-94.588	16.003	0.000	0.703	0.423	-0.122	1309	7.999
2017-09-25T19:51:01.623	1.562	-95.023	15.817	96242.127	0.605	0.376	0.059	1311	7.695
2017-09-10T20:51:37.697	2.492	-94.803	15.241	33513.058	1.078	0.407	0.210	1366	21.667
2017-09-10T21:05:51.746	1.533	-96.498	18.974	114310.309	0.750	0.242	0.051	1367	7.643
2017-09-13T13:00:30.460	1.747	-94.846	15.774	5668.851	0.884	0.384	-0.031	1033	6.964
2017-09-16T06:46:05.411	1.768	-94.807	15.668	51426.296	0.290	0.307	0.003	1064	4.637
2017-09-07T23:16:39.249	0.523	-97.301	15.938	9897.041	0.034	0.537	0.003	1068	6.000
2017-09-11T10:30:30.302	3.053	-94.328	14.982	30532.552	0.839	0.387	-0.010	1071	12.176
2017-09-20T20:08:46.536	1.878	-93.874	15.366	4437.286	0.120	0.241	0.003	1072	5.527
2017-09-29T12:16:42.582	1.878	-95.125	16.105	84053.758	0.702	0.289	0.034	1076	15.292
2017-09-26T17:42:12.074	1.850	-95.224	15.855	66692.568	0.788	0.358	0.080	1081	25.488
2017-09-26T17:43:16.508	2.158	-95.028	15.760	43361.748	0.203	0.312	-0.034	1082	7.376
2017-09-20T23:54:11.657	2.774	-95.071	15.159	26896.823	0.926	0.489	-0.531	1052	16.825
