ID,latitude,longitude,depth,X,Y,Z,EX,EY,EZ,MAG,NCCP,NCCS,NCTP,NCTS,RCC,RCT,CID,time_utc
1815,15.478511,-94.736759,-27.722,20963.9,-45060.1,6664.8,302.1,491.7,853.2,1.812,0,0,417,401,-9.0,0.178,1,2017-10-18 10:39:39.940
1816,16.453475,-95.115845,-2.236,-19627.8,62826.4,-18821.2,309.4,411.1,387.4,1.97,0,0,300,401,-9.0,0.187,1,2017-10-18 12:05:24.720
1817,15.557299,-94.8632,-28.74,7408.1,-36341.5,7682.2,352.7,535.5,792.6,2.22,0,0,295,236,-9.0,0.17,1,2017-10-18 12:12:48.090
1818,15.429431,-94.597437,-30.307,35904.0,-50491.0,9249.7,456.6,496.2,725.6,2.68,0,0,363,214,-9.0,0.206,1,2017-10-18 13:09:26.130
1819,15.062809,-93.644336,-27.454,15578.0,-6653.8,-3618.2,851.2,641.3,940.9,3.138,0,0,71,75,-9.0,0.235,2,2017-10-18 13:50:14.990
1820,15.43148,-94.755485,-20.162,18958.9,-50264.3,-895.2,370.9,597.4,653.6,1.758,0,0,118,147,-9.0,0.171,1,2017-10-18 15:03:19.600
1821,15.066236,-94.39908,-28.017,57220.7,-90681.0,6959.4,400.3,503.9,643.3,2.307,0,0,214,116,-9.0,0.249,1,2017-10-18 15:09:09.710
1822,15.16348,-94.426278,-16.597,54289.4,-79920.4,-4460.2,667.0,1031.7,899.4,1.924,0,0,67,30,-9.0,0.244,1,2017-10-18 15:44:33.800
1823,15.393615,-94.664583,-49.404,28707.1,-54454.4,28346.5,468.0,1150.7,901.5,2.334,0,0,294,259,-9.0,0.179,1,2017-10-18 15:47:43.460
1824,15.278563,-94.628101,-17.597,32627.7,-67185.6,-3460.5,299.9,382.1,583.5,2.09,0,0,233,83,-9.0,0.169,1,2017-10-18 16:02:30.480
1825,15.91972,-95.641846,-41.254,2035.0,-382.7,4560.6,584.4,760.8,1030.8,1.902,0,0,43,34,-9.0,0.268,5,2017-10-18 19:17:42.920
1826,15.460218,-94.735409,-32.37,21109.3,-47084.1,11312.4,358.8,578.5,690.9,2.077,0,0,430,368,-9.0,0.169,1,2017-10-18 19:29:22.280
1827,15.530239,-94.802254,-29.144,13940.7,-39335.9,8086.3,628.0,674.8,1271.7,1.901,0,0,438,338,-9.0,0.185,1,2017-10-18 19:42:08.900
1828,16.515701,-95.100374,-6.254,-17970.0,69712.2,-14803.6,271.8,516.3,553.2,2.229,0,0,292,393,-9.0,0.154,1,2017-10-18 19:57:18.840
1829,15.07277,-94.061662,-29.195,93426.9,-89958.0,8137.5,2074.9,2181.7,3718.8,2.645,0,0,4,3,-9.0,0.192,1,2017-10-18 20:14:23.460
1830,16.196046,-95.797835,-6.444,171.5,-933.2,964.1,627.4,811.8,797.4,2.215,0,0,27,24,-9.0,0.226,12,2017-10-18 20:56:08.280
1831,15.48621,-94.753499,-28.524,19169.3,-44208.0,7466.9,319.9,543.1,616.4,2.367,0,0,524,462,-9.0,0.209,1,2017-10-18 21:31:44.200
1832,15.868097,-95.181193,-17.607,-26654.2,-1949.6,-3450.3,507.4,541.1,662.4,2.168,0,0,59,40,-9.0,0.217,1,2017-10-18 22:25:07.160
1833,15.550721,-94.743034,-43.778,20287.7,-37069.5,22720.0,367.2,460.3,810.0,2.924,0,0,380,273,-9.0,0.165,1,2017-10-19 00:15:41.630
1834,14.975911,-94.230526,-31.447,75324.1,-100676.0,10389.1,391.1,393.3,669.7,2.206,0,0,84,80,-9.0,0.194,1,2017-10-19 01:55:03.860
1835,16.476483,-95.236418,-4.317,-32519.9,65372.4,-16740.7,353.1,380.8,475.7,2.267,0,0,211,282,-9.0,0.195,1,2017-10-19 02:22:44.190
1836,16.376816,-95.223901,-13.873,-31189.7,54343.6,-7184.0,441.9,700.9,547.7,2.228,0,0,280,243,-9.0,0.226,1,2017-10-19 03:09:16.460
1837,16.108466,-95.069019,-64.676,-14631.8,24648.8,43618.4,693.0,990.5,804.9,1.894,0,0,23,28,-9.0,0.199,1,2017-10-19 03:35:59.600
1838,15.577776,-94.842961,-28.597,9576.3,-34075.7,7539.4,416.3,524.3,844.4,2.728,0,0,506,368,-9.0,0.211,1,2017-10-19 03:38:38.770
1839,16.485425,-95.228434,-1.765,-31665.6,66361.9,-19292.2,688.1,430.7,528.8,1.178,0,0,241,209,-9.0,0.206,1,2017-10-19 04:12:43.660
1840,16.185986,-95.237394,-6.227,-32648.4,33227.0,-14830.7,283.2,244.5,371.2,1.898,0,0,224,296,-9.0,0.145,1,2017-10-19 04:18:08.520
1841,15.759265,-95.192822,-25.884,-27907.2,-13992.6,4826.7,2015.5,1730.3,2764.8,2.001,0,0,1,1,-9.0,0.009,1,2017-10-19 04:37:03.140
1842,15.106922,-94.370931,-25.52,60234.9,-86178.8,4462.6,709.4,459.7,642.5,2.123,0,0,210,141,-9.0,0.242,1,2017-10-19 04:43:30.780
1843,15.254873,-94.497518,-19.161,46635.8,-69807.1,-1896.1,601.0,798.5,937.4,1.44,0,0,52,37,-9.0,0.199,1,2017-10-19 05:00:17.480
1844,16.511782,-95.042806,-6.594,-11814.9,69278.4,-14463.1,231.9,418.6,449.8,2.278,0,0,261,321,-9.0,0.144,1,2017-10-19 05:40:42.590
1845,16.007858,-95.237459,-7.528,-32669.5,13515.9,-13529.4,269.6,328.7,486.1,1.593,0,0,229,185,-9.0,0.114,1,2017-10-19 05:46:41.240
1846,15.197839,-93.950822,-33.825,-17365.0,8287.3,2753.2,651.1,631.0,3985.6,1.876,0,0,39,59,-9.0,0.215,2,2017-10-19 05:57:18.600
1847,15.319721,-94.545394,-21.346,41494.5,-62631.1,288.2,290.9,346.8,648.3,3.535,0,0,429,214,-9.0,0.191,1,2017-10-19 06:00:18.440
1848,15.169561,-94.279329,-32.727,70052.8,-79247.4,11669.3,560.5,520.6,922.7,1.602,0,0,123,109,-9.0,0.238,1,2017-10-19 06:07:56.750
1849,15.420805,-94.524666,-30.336,43707.0,-51445.6,9278.5,610.3,770.4,789.8,1.963,0,0,113,75,-9.0,0.158,1,2017-10-19 06:09:36.600
1850,15.918861,-95.07347,-13.151,-15115.3,3667.7,-7906.1,646.7,479.8,701.7,1.702,0,0,38,40,-9.0,0.221,1,2017-10-19 06:19:40.720
1851,16.386383,-94.942367,-11.316,-1074.8,55402.3,-9741.2,361.1,547.5,607.3,2.126,0,0,56,56,-9.0,0.176,1,2017-10-19 06:41:26.320
1852,16.509201,-95.042651,-6.705,-11797.7,68992.9,-14352.1,284.2,403.0,414.8,1.682,0,0,302,311,-9.0,0.122,1,2017-10-19 06:44:53.070
1853,15.507962,-94.71141,-29.696,23679.5,-41801.0,8638.6,269.6,421.8,671.2,2.042,0,0,794,554,-9.0,0.175,1,2017-10-19 06:50:09.210
1854,16.5162,-95.132275,-4.213,-21381.0,69767.4,-16844.5,291.7,408.1,633.7,1.679,0,0,427,438,-9.0,0.194,1,2017-10-19 07:00:18.700
1855,16.43207,-95.146159,-9.405,-22870.5,60457.8,-11652.5,379.8,565.5,442.6,1.657,0,0,533,318,-9.0,0.233,1,2017-10-19 07:11:18.100
1856,16.461613,-95.279915,-15.615,-37173.2,63726.9,-5442.7,582.9,732.0,697.0,2.013,0,0,49,70,-9.0,0.256,1,2017-10-19 07:19:14.620
1857,16.483761,-95.129793,-12.837,-21117.7,66177.7,-8220.7,331.9,381.6,367.5,1.596,0,0,234,269,-9.0,0.126,1,2017-10-19 07:21:24.520
1858,15.312385,-94.314282,-32.636,66280.3,-63442.9,11579.0,1014.3,1014.3,1609.7,2.117,0,0,37,30,-9.0,0.23,1,2017-10-19 08:21:49.220
1859,15.246302,-94.583162,-24.474,37450.3,-70755.4,3416.7,325.2,417.3,584.8,2.069,0,0,391,247,-9.0,0.239,1,2017-10-19 08:23:21.180
1860,16.521139,-95.093921,-6.176,-17279.8,70313.9,-14881.9,349.6,383.7,449.0,1.823,0,0,233,234,-9.0,0.109,1,2017-10-19 08:29:56.030
1861,15.466427,-94.716252,-18.473,23163.0,-46397.2,-2584.8,296.1,478.1,708.8,2.096,0,0,470,318,-9.0,0.179,1,2017-10-19 08:44:01.680
1862,16.447281,-95.519482,-4.847,2178.1,-752.9,3051.5,2209.4,3465.9,2415.3,1.133,0,0,18,17,-9.0,0.366,3,2017-10-19 09:21:45.210
1863,15.700681,-94.877059,-23.132,5920.3,-20475.4,2074.4,881.1,833.1,1236.1,1.713,0,0,13,18,-9.0,0.212,1,2017-10-19 09:31:39.380
1864,15.348468,-94.666089,-35.798,28549.3,-59450.1,14740.2,638.0,812.9,2146.9,1.811,0,0,402,367,-9.0,0.18,1,2017-10-19 09:34:46.340
1865,15.58087,-94.805355,-31.092,13607.1,-33733.3,10034.1,264.1,315.4,537.3,2.23,0,0,529,370,-9.0,0.178,1,2017-10-19 09:53:10.770
1866,16.473127,-95.117529,-3.346,-19806.5,65001.1,-17711.9,324.8,375.7,453.8,1.712,0,0,371,294,-9.0,0.129,1,2017-10-19 10:06:23.290
1867,16.4961,-95.259888,-10.837,-35028.3,67543.2,-10220.5,365.2,371.7,406.3,1.738,0,0,209,226,-9.0,0.115,1,2017-10-19 10:21:53.150
1868,15.970795,-95.213005,-8.383,-30053.8,9414.5,-12674.6,301.8,296.1,517.9,1.641,0,0,266,200,-9.0,0.137,1,2017-10-19 10:36:19.510
1869,15.537956,-94.756022,-30.446,18896.1,-38482.0,9388.9,382.2,534.7,802.9,2.172,0,0,587,463,-9.0,0.166,1,2017-10-19 10:43:38.140
1870,15.376135,-94.66766,-21.364,28378.8,-56388.6,306.2,923.9,878.3,1202.1,2.116,0,0,432,215,-9.0,0.249,1,2017-10-19 12:42:50.310
1871,15.335518,-94.775155,-29.41,16853.7,-60883.0,8352.5,399.6,607.0,856.4,2.744,0,0,263,200,-9.0,0.198,1,2017-10-19 14:22:00.180
1872,14.955718,-94.179386,-34.78,80816.5,-102910.6,13722.6,566.3,451.5,1556.9,2.64,0,0,48,47,-9.0,0.17,1,2017-10-19 14:28:44.250
1873,16.507867,-95.016927,-4.059,-9047.6,68845.3,-16998.7,282.5,404.2,503.9,1.96,0,0,259,299,-9.0,0.147,1,2017-10-19 14:51:08.550
1874,15.32461,-94.67146,-29.37,27974.6,-62090.1,8312.3,317.1,511.7,606.5,1.83,0,0,279,300,-9.0,0.179,1,2017-10-19 15:12:17.990
1875,16.408106,-95.081421,-10.027,-15947.9,57806.1,-11030.9,464.9,718.0,707.9,2.345,0,0,386,189,-9.0,0.202,1,2017-10-19 15:15:48.170
1876,16.402676,-95.078833,-10.797,-15671.5,57205.2,-10260.7,412.8,651.5,563.5,2.187,0,0,248,332,-9.0,0.23,1,2017-10-19 15:44:55.430
1877,15.617966,-95.020557,-29.464,-9456.4,-29628.3,8406.1,420.2,723.4,991.2,1.965,0,0,60,53,-9.0,0.186,1,2017-10-19 16:21:58.540
1878,15.391918,-94.734814,-29.058,21177.2,-54642.1,8000.2,347.0,584.7,669.9,2.485,0,0,420,365,-9.0,0.174,1,2017-10-19 16:31:38.930
1879,15.085021,-93.692782,-31.84,10369.2,-4196.1,767.9,1424.1,735.1,1299.3,2.973,0,0,16,32,-9.0,0.358,2,2017-10-19 17:04:33.120
1880,16.108294,-95.267757,-18.14,-35904.1,24629.8,-2917.6,560.4,544.7,441.2,2.43,0,0,39,54,-9.0,0.204,1,2017-10-19 17:07:12.580
1881,16.506036,-95.046224,-6.83,-12180.0,68642.7,-14227.3,259.0,450.4,427.5,2.064,0,0,227,331,-9.0,0.15,1,2017-10-19 17:28:21.720
1882,16.37297,-95.159465,-13.689,-24297.1,53917.9,-7368.3,456.2,741.9,503.1,1.905,0,0,266,377,-9.0,0.203,1,2017-10-19 17:56:14.160
1883,16.101182,-97.274178,-14.367,-596.3,-2619.2,-2808.3,6428.4,4886.8,5759.4,1.186,0,0,4,3,-9.0,0.412,36,2017-10-19 18:04:49.920
1884,15.227144,-94.544808,-30.598,41567.0,-72875.5,9540.6,352.7,533.6,584.3,2.124,0,0,188,148,-9.0,0.177,1,2017-10-19 20:53:03.320
1885,16.580455,-94.92487,-22.389,795.9,76877.6,1331.5,648.4,608.1,916.9,1.607,0,0,2,4,-9.0,0.025,1,2017-10-19 21:01:33.300
1886,15.309356,-94.617399,-27.834,33773.7,-63778.1,6776.1,320.4,608.1,774.6,2.849,0,0,514,401,-9.0,0.228,1,2017-10-19 21:51:10.800
1887,15.581186,-94.824137,-30.308,11593.9,-33698.3,9250.5,695.8,690.9,1293.2,1.808,0,0,330,318,-9.0,0.167,1,2017-10-19 22:48:52.240
1888,15.369732,-94.098722,-32.506,5527.0,-1899.8,-766.4,1537.9,1032.6,2236.7,2.411,0,0,12,15,-9.0,0.363,8,2017-10-20 00:28:03.500
1889,16.511289,-95.047103,-7.886,-12273.7,69224.0,-13171.3,279.1,404.3,474.6,1.986,0,0,325,384,-9.0,0.144,1,2017-10-20 00:42:19.140
1890,16.020321,-95.222827,-8.379,-31101.8,14895.0,-12678.4,255.6,281.4,476.5,2.153,0,0,377,335,-9.0,0.162,1,2017-10-20 01:04:56.370
1891,16.156464,-95.095671,-10.496,-17482.9,29960.1,-10561.6,359.1,783.5,573.2,1.667,0,0,74,108,-9.0,0.187,1,2017-10-20 01:08:49.010
1892,15.648175,-94.875594,-38.227,6078.0,-26285.4,17169.7,425.5,394.3,1123.6,2.49,0,0,143,96,-9.0,0.238,1,2017-10-20 01:25:07.860
1893,16.461044,-95.15188,-3.897,-23480.6,63664.1,-17160.8,310.7,377.2,429.3,2.149,0,0,538,636,-9.0,0.165,1,2017-10-20 01:27:26.870
1894,16.305254,-95.149536,-4.762,-23239.3,46424.8,-16295.5,282.2,264.3,403.0,1.886,0,0,293,401,-9.0,0.195,1,2017-10-20 02:00:28.790
1895,15.940607,-95.641732,-34.534,2047.1,1928.5,-2158.6,665.4,635.9,482.6,1.58,0,0,23,32,-9.0,0.245,5,2017-10-20 02:05:36.770
1896,14.978672,-94.246493,-30.853,73609.9,-100370.5,9795.0,377.4,399.9,654.4,2.67,0,0,143,88,-9.0,0.198,1,2017-10-20 02:27:53.310
1897,16.022298,-95.199251,-9.023,-28577.5,15113.8,-12034.2,312.9,336.1,503.5,2.065,0,0,390,387,-9.0,0.175,1,2017-10-20 02:32:10.340
1898,14.821516,-93.310482,-14.327,3996.3,-9198.1,68.9,912.1,871.2,1084.7,2.761,0,0,35,31,-9.0,0.358,4,2017-10-20 03:13:11.630
1899,15.869504,-95.170833,-17.742,-25544.8,-1794.0,-3315.7,473.3,476.5,527.1,1.959,0,0,83,64,-9.0,0.22,1,2017-10-20 03:17:38.540
1900,16.45625,-95.184326,-5.807,-26951.0,63133.5,-15250.7,241.8,386.4,424.7,1.8,0,0,366,477,-9.0,0.174,1,2017-10-20 03:19:42.720
1901,14.652198,-94.358317,-27.712,5536.6,-3385.9,-378.0,802.7,1436.8,1546.9,2.111,0,0,18,3,-9.0,0.301,11,2017-10-20 03:27:04.710
1902,16.080387,-95.233789,-5.638,-32270.5,21541.7,-15419.4,267.4,236.3,613.4,1.909,0,0,322,246,-9.0,0.15,1,2017-10-20 03:47:15.830
1903,16.324227,-95.053068,-22.718,-12917.9,48524.2,1660.3,622.2,986.4,813.4,2.042,0,0,27,32,-9.0,0.183,1,2017-10-20 04:26:41.310
1904,16.495673,-95.491593,-14.013,-59805.0,67495.9,-7044.8,1248.1,1462.4,989.2,1.067,0,0,3,3,-9.0,0.108,1,2017-10-20 04:35:52.220
1905,16.506218,-95.014966,-14.451,-8838.1,68662.9,-6606.1,413.6,626.0,469.4,2.007,0,0,12,223,-9.0,0.166,1,2017-10-20 04:37:40.320
1906,15.557541,-94.783073,-41.367,15996.0,-36314.8,20309.1,247.4,528.8,978.6,1.934,0,0,325,381,-9.0,0.163,1,2017-10-20 04:46:12.290
1907,16.341853,-95.235547,-2.785,-32438.3,50474.6,-18272.9,317.6,245.7,314.1,1.82,0,0,346,329,-9.0,0.187,1,2017-10-20 05:10:27.250
1908,15.125392,-94.437817,-32.923,53055.6,-84135.1,11865.2,443.9,529.8,642.3,1.97,0,0,204,194,-9.0,0.248,1,2017-10-20 05:12:59.980
1909,16.466173,-95.195728,-5.183,-28169.5,64231.5,-15874.7,296.6,352.6,457.6,1.556,0,0,438,412,-9.0,0.135,1,2017-10-20 05:27:35.350
1910,16.468767,-95.11958,-3.974,-20026.5,64518.6,-17083.2,259.3,353.6,302.6,1.614,0,0,498,498,-9.0,0.139,1,2017-10-20 05:41:15.120
1911,16.456447,-95.115568,-3.998,-19597.5,63155.3,-17059.5,316.6,387.4,344.5,1.551,0,0,398,597,-9.0,0.18,1,2017-10-20 05:50:27.540
1912,16.470506,-95.132853,-3.731,-21445.2,64711.0,-17326.9,320.9,491.0,464.6,2.092,0,0,499,600,-9.0,0.156,1,2017-10-20 05:54:10.790
1913,15.5171,-94.9743,-30.974,-4500.5,-40789.8,9916.3,843.2,710.4,1089.1,1.433,0,0,21,16,-9.0,0.244,1,2017-10-20 06:01:12.440
1914,15.501391,-94.688973,-27.909,26085.6,-42528.1,6851.7,409.1,575.8,729.9,1.972,0,0,614,486,-9.0,0.2,1,2017-10-20 06:05:25.470
1915,15.097758,-94.361792,-24.389,61216.7,-87192.8,3331.6,436.2,445.3,573.1,1.685,0,0,281,181,-9.0,0.214,1,2017-10-20 06:11:52.830
1916,16.64432,-95.012459,-3.344,-8566.5,83944.8,-17713.3,385.3,565.8,413.1,1.587,0,0,47,42,-9.0,0.118,1,2017-10-20 06:22:41.480
1917,15.465185,-94.704622,-38.452,24410.2,-46534.6,17394.5,348.5,539.4,1434.8,2.671,0,0,775,443,-9.0,0.209,1,2017-10-20 06:58:48.660
1918,15.358454,-94.634757,-16.546,31908.4,-58345.1,-4511.3,291.5,349.3,625.5,1.915,0,0,312,175,-9.0,0.19,1,2017-10-20 07:04:10.980
1919,15.229377,-94.302808,-32.793,67524.7,-72628.4,11735.3,1316.9,1122.2,1904.0,2.055,0,0,29,30,-9.0,0.27,1,2017-10-20 07:32:14.820
1920,16.51058,-95.088875,-10.644,-16740.8,69145.5,-10413.1,280.9,395.0,306.9,1.506,0,0,126,355,-9.0,0.106,1,2017-10-20 07:48:27.100
1921,16.394054,-95.158211,-13.83,-24161.7,56251.1,-7227.6,481.0,692.9,494.5,1.645,0,0,328,292,-9.0,0.196,1,2017-10-20 07:58:15.860
1922,16.497154,-95.118563,-3.331,-19916.0,67659.8,-17726.2,274.4,304.1,417.4,1.641,0,0,493,535,-9.0,0.136,1,2017-10-20 08:14:25.340
1923,15.328058,-94.434196,-36.583,53418.6,-61708.7,15525.8,374.5,582.1,1469.0,2.494,0,0,89,67,-9.0,0.188,1,2017-10-20 08:21:43.520
1924,15.108883,-93.795703,-32.333,-694.2,-1555.7,1261.4,701.5,850.4,896.1,1.999,0,0,89,128,-9.0,0.241,2,2017-10-20 08:25:35.940
1925,15.379726,-94.657332,-13.324,29485.6,-55991.2,-7733.8,594.4,836.5,812.2,1.712,0,0,56,38,-9.0,0.193,1,2017-10-20 08:42:43.230
1926,15.912156,-95.16901,-10.414,-25347.3,2925.8,-10643.1,403.1,440.3,602.4,1.908,0,0,190,138,-9.0,0.186,1,2017-10-20 08:44:54.180
1927,15.936135,-95.175464,-8.247,-26037.2,5579.2,-12810.5,324.8,341.1,515.9,1.06,0,0,150,244,-9.0,0.173,1,2017-10-20 08:48:39.300
1928,16.013602,-95.193717,-9.32,-27985.8,14151.4,-11737.6,339.5,358.9,535.6,1.607,0,0,342,246,-9.0,0.185,1,2017-10-20 08:51:05.400
1929,15.516867,-94.783341,-40.677,15968.8,-40815.6,19619.5,334.6,557.7,1029.1,1.714,0,0,346,292,-9.0,0.152,1,2017-10-20 08:58:51.460
1930,15.327263,-94.612223,-25.683,34327.4,-61796.6,4625.8,441.9,335.6,630.1,1.324,0,0,212,199,-9.0,0.216,1,2017-10-20 09:03:12.970
1931,15.157027,-94.447485,-16.806,52014.7,-80634.3,-4252.0,457.5,590.7,723.1,2.313,0,0,134,31,-9.0,0.246,1,2017-10-20 11:32:41.830
1932,16.197116,-95.006201,-10.165,-7907.0,34458.6,-10892.4,457.0,580.7,631.5,1.845,0,0,78,97,-9.0,0.174,1,2017-10-20 11:39:20.010
1933,15.397949,-94.690479,-50.748,25930.1,-53974.7,29690.2,633.8,512.1,889.5,1.677,0,0,215,259,-9.0,0.261,1,2017-10-20 11:56:21.880
1934,15.528175,-94.953768,-7.819,-2299.2,-39564.3,-13238.1,898.7,1375.4,1371.2,1.915,0,0,7,4,-9.0,0.169,1,2017-10-20 12:51:52.730
1935,16.171494,-95.059635,-8.966,-13625.6,31623.2,-12091.4,369.0,773.7,691.8,1.962,0,0,55,99,-9.0,0.223,1,2017-10-20 12:54:30.060
1936,15.198178,-94.244312,-30.922,73804.8,-76080.7,9864.6,528.6,670.9,1053.1,3.633,0,0,78,55,-9.0,0.195,1,2017-10-20 13:01:04.830
1937,15.587567,-93.671069,-89.354,3137.0,-108.9,757.7,5275.3,2396.7,3426.1,3.584,0,0,20,21,-9.0,0.666,9,2017-10-20 13:28:33.390
1938,15.468303,-94.723177,-40.499,22420.3,-46189.5,19441.2,270.7,384.4,823.1,2.792,0,0,600,446,-9.0,0.165,1,2017-10-20 14:08:29.970
1939,16.415678,-95.075081,-9.872,-15269.5,58644.0,-11185.9,466.0,703.4,662.1,1.762,0,0,226,275,-9.0,0.209,1,2017-10-20 14:36:42.690
1940,15.620174,-94.907267,-31.589,2684.2,-29384.0,10531.3,378.1,620.7,779.8,2.009,0,0,193,163,-9.0,0.151,1,2017-10-20 15:50:14.800
1941,15.712229,-94.874935,-62.371,6147.7,-19197.5,41313.7,338.1,826.1,1006.6,2.203,0,0,21,45,-9.0,0.12,1,2017-10-20 16:26:23.690
1942,15.51314,-94.794499,-28.463,14773.3,-41228.1,7405.1,311.3,513.3,960.9,1.891,0,0,344,224,-9.0,0.155,1,2017-10-20 16:43:44.180
1943,15.78979,-94.913859,-31.089,1977.5,-10614.9,10031.3,469.8,514.7,870.7,2.21,0,0,47,61,-9.0,0.156,1,2017-10-20 16:44:51.780
1944,15.493496,-94.76866,-26.084,17543.3,-43401.8,5026.8,326.4,542.7,898.8,1.86,0,0,286,263,-9.0,0.178,1,2017-10-20 17:34:56.360
1945,15.489052,-94.783732,-29.715,15928.3,-43893.5,8657.6,356.3,475.5,674.3,2.007,0,0,328,314,-9.0,0.195,1,2017-10-20 17:40:50.680
1946,15.50232,-94.744214,-50.398,20163.4,-42425.3,29340.7,334.6,400.1,823.1,1.934,0,0,408,335,-9.0,0.14,1,2017-10-20 19:51:28.600
1947,16.536069,-94.789502,-3.768,15270.3,71965.9,-17289.4,658.3,792.8,1052.4,2.38,0,0,24,29,-9.0,0.126,1,2017-10-20 20:03:48.460
1948,15.954402,-95.653573,-32.594,779.1,3455.0,-4099.3,735.8,937.6,739.7,1.357,0,0,27,24,-9.0,0.304,5,2017-10-20 20:37:25.040
1949,16.471459,-95.175203,-2.36,-25974.5,64816.4,-18698.0,324.1,367.4,272.9,1.565,0,0,134,406,-9.0,0.177,1,2017-10-20 20:57:18.800
1950,16.1416,-95.040487,-7.886,-11577.4,28315.3,-13171.5,367.7,538.3,490.7,2.048,0,0,127,179,-9.0,0.187,1,2017-10-20 20:58:53.560
1951,15.379373,-94.558285,-32.898,40106.3,-56030.2,11840.6,560.5,572.9,842.8,2.028,0,0,82,51,-9.0,0.169,1,2017-10-20 20:59:52.920
1952,15.879273,-94.922925,-7.971,1005.7,-712.9,-13086.7,583.2,711.7,1124.4,3.244,0,0,7,7,-9.0,0.179,1,2017-10-20 21:03:14.640
1953,15.505552,-94.819914,-34.111,12049.0,-42067.7,13053.4,353.7,555.6,1453.7,3.006,0,0,460,397,-9.0,0.168,1,2017-10-21 01:18:38.590
1954,15.33902,-94.653125,-31.235,29939.4,-60495.7,10177.7,287.6,683.1,540.5,2.119,0,0,405,306,-9.0,0.196,1,2017-10-21 02:12:25.420
1955,16.945173,-95.049504,-30.004,645.9,2225.3,-1045.8,6437.3,6048.6,12200.9,2.062,0,0,10,4,-9.0,0.779,17,2017-10-21 02:13:30.830
1956,15.495288,-94.43728,-28.546,53066.7,-43203.5,7488.7,704.1,1141.0,1834.7,2.103,0,0,6,6,-9.0,0.123,1,2017-10-21 03:07:36.170
1957,15.501058,-94.751782,-29.228,19352.7,-42565.0,8170.4,241.7,347.9,514.3,1.773,0,0,458,483,-9.0,0.154,1,2017-10-21 03:10:45.210
1958,16.495504,-95.138265,-3.52,-22022.7,67477.2,-17537.6,288.1,357.4,396.4,1.366,0,0,300,434,-9.0,0.162,1,2017-10-21 03:13:10.470
1959,15.489178,-94.803385,-32.537,13821.4,-43879.5,11479.1,290.9,378.6,827.7,2.07,0,0,420,468,-9.0,0.176,1,2017-10-21 03:18:43.780
1960,16.032607,-95.228776,-11.254,-31737.6,16254.5,-9804.0,260.4,313.7,417.3,1.798,0,0,187,259,-9.0,0.125,1,2017-10-21 03:52:01.740
1961,16.139451,-95.221777,-25.795,-30980.3,28077.6,4738.0,1119.7,1288.0,783.5,2.087,0,0,16,15,-9.0,0.246,1,2017-10-21 04:10:28.490
1962,15.258385,-94.598535,-21.317,35800.7,-69418.4,259.6,338.8,537.0,570.2,2.216,0,0,318,213,-9.0,0.225,1,2017-10-21 04:41:27.530
1963,16.116212,-94.992814,-1.313,-6475.1,25505.9,-19744.7,730.2,918.2,692.6,1.457,0,0,14,7,-9.0,0.27,1,2017-10-21 04:44:48.310
1964,14.887292,-93.372542,-16.568,-2682.4,-1920.1,2310.5,833.8,611.2,696.7,2.821,0,0,66,59,-9.0,0.294,4,2017-10-21 05:11:30.800
1965,15.45875,-94.746338,-17.762,19938.4,-47246.7,-3295.8,783.0,994.0,866.0,1.761,0,0,143,84,-9.0,0.236,1,2017-10-21 05:18:01.510
1966,16.481371,-95.131763,-2.937,-21327.9,65913.3,-18120.7,394.2,432.4,565.6,1.228,0,0,458,425,-9.0,0.198,1,2017-10-21 05:24:20.200
1967,16.540556,-95.152734,-11.92,-23567.4,72462.5,-9137.7,335.2,373.4,346.1,1.631,0,0,269,266,-9.0,0.145,1,2017-10-21 05:26:43.750
1968,15.934456,-95.148104,-8.951,-23107.1,5393.5,-12106.8,461.3,317.9,733.0,1.541,0,0,228,212,-9.0,0.204,1,2017-10-21 05:45:41.990
1969,15.064232,-94.388306,-20.979,58377.1,-90902.8,-78.8,496.3,439.7,587.8,2.06,0,0,116,47,-9.0,0.183,1,2017-10-21 05:52:36.630
1970,15.241801,-94.546086,-17.365,41428.2,-71253.6,-3692.9,528.5,752.9,802.1,1.405,0,0,82,69,-9.0,0.189,1,2017-10-21 05:56:01.470
1971,16.186834,-95.296468,-20.611,-38969.7,33320.7,-446.5,449.2,757.0,454.9,1.131,0,0,51,57,-9.0,0.195,1,2017-10-21 05:56:46.540
1972,15.319532,-94.555599,-31.095,40400.1,-62652.0,10037.4,450.2,363.2,771.4,1.885,0,0,247,108,-9.0,0.193,1,2017-10-21 06:09:00.590
1973,15.281062,-94.532837,-21.321,42845.3,-66909.1,263.6,329.7,348.4,556.8,2.984,0,0,307,209,-9.0,0.189,1,2017-10-21 06:48:53.150
1974,15.465633,-94.786084,-22.973,15676.7,-46484.9,1915.0,502.3,363.6,843.1,1.52,0,0,240,178,-9.0,0.188,1,2017-10-21 06:54:34.960
1975,15.095326,-94.423641,-21.453,54581.1,-87462.0,395.2,439.7,518.6,575.2,1.7,0,0,164,71,-9.0,0.214,1,2017-10-21 07:07:51.070
1976,15.225512,-94.540023,-31.181,42079.7,-73056.1,10123.8,352.8,473.9,802.0,1.852,0,0,191,134,-9.0,0.166,1,2017-10-21 07:34:25.340
